DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_1062,"Public Record Office, London",,"1. PRO, Colonial Office, 5/121, 66.",doc,/TaggedPDF-doc/div/doc[1062]/src
NDAR_V02_1064,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 1b.",doc,/TaggedPDF-doc/div/doc[1064]/src
NDAR_V02_1065,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 1a.",doc,/TaggedPDF-doc/div/doc[1065]/src
NDAR_V02_1066,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 3.",doc,/TaggedPDF-doc/div/doc[1066]/src
NDAR_V02_1067,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 5.",doc,/TaggedPDF-doc/div/doc[1067]/src
NDAR_V02_1068,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 92-93.",doc,/TaggedPDF-doc/div/doc[1068]/src
NDAR_V02_1069,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 6b.",doc,/TaggedPDF-doc/div/doc[1069]/src
NDAR_V02_1070,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 99-100.",doc,/TaggedPDF-doc/div/doc[1070]/src
NDAR_V02_1071,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1071]/src
NDAR_V02_1072,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1072]/src
NDAR_V02_1073,"New-York Historical Society, New York",,"1. Journal of a Voyage of the Charming Nancy to Boston in 1775 from England with four Companies of the Royal Artillery on Board, NYHS. Hereafter cited as Charming Nancy Journal, NYHS. The journal presumably was kept by Captain James Wood of the 3d Battalion.",doc,/TaggedPDF-doc/div/doc[1073]/src
NDAR_V02_1074,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 100-101.",doc,/TaggedPDF-doc/div/doc[1074]/src
NDAR_V02_1075,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1075]/src
NDAR_V02_1076,"Public Record Office, London",,"1. PRO, Colonial Office, 5/243.",doc,/TaggedPDF-doc/div/doc[1076]/src
NDAR_V02_1077,"Public Record Office, London",,"1. PRO, Colonial Office, 5/242.",doc,/TaggedPDF-doc/div/doc[1077]/src
NDAR_V02_1078,"Maryland Historical Society, Baltimore",,"1. Oden Papers, MdHS.",doc,/TaggedPDF-doc/div/doc[1078]/src
NDAR_V02_1079,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 121-123.",doc,/TaggedPDF-doc/div/doc[1079]/src
NDAR_V02_1080,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1080]/src
NDAR_V02_1081,"New-York Historical Society, New York",,"1. Charming Nancy Journal, NYHS. Harrison was master of the Charming Nancy.",doc,/TaggedPDF-doc/div/doc[1081]/src
NDAR_V02_1082,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 105.",doc,/TaggedPDF-doc/div/doc[1082]/src
NDAR_V02_1083,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 112.",doc,/TaggedPDF-doc/div/doc[1083]/src
NDAR_V02_1085,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 117.",doc,/TaggedPDF-doc/div/doc[1085]/src
NDAR_V02_1086,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 72-73.",doc,/TaggedPDF-doc/div/doc[1086]/src
NDAR_V02_1087,"New-York Historical Society, New York",,"1. Charming Nancy Journal, NYHS.",doc,/TaggedPDF-doc/div/doc[1087]/src
NDAR_V02_1088,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 111.",doc,/TaggedPDF-doc/div/doc[1088]/src
NDAR_V02_1089,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 120.",doc,/TaggedPDF-doc/div/doc[1089]/src
NDAR_V02_1090,"Public Record Office, London",,"1. PRO, Admiralty 1/2733.",doc,/TaggedPDF-doc/div/doc[1090]/src
NDAR_V02_1091,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1091]/src
NDAR_V02_1092,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 116.",doc,/TaggedPDF-doc/div/doc[1092]/src
NDAR_V02_1093,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 8.",doc,/TaggedPDF-doc/div/doc[1093]/src
NDAR_V02_1094,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 9.",doc,/TaggedPDF-doc/div/doc[1094]/src
NDAR_V02_1095,"Public Record Office, London",,"1. PRO, Colonial Office, 5/161.",doc,/TaggedPDF-doc/div/doc[1095]/src
NDAR_V02_1096,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 121.",doc,/TaggedPDF-doc/div/doc[1096]/src
NDAR_V02_1097,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 122-123.",doc,/TaggedPDF-doc/div/doc[1097]/src
NDAR_V02_1098,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 124.",doc,/TaggedPDF-doc/div/doc[1098]/src
NDAR_V02_1099,,,"1. Guttridge, ed., Burke Correspondence, III, 207-211.",doc,/TaggedPDF-doc/div/doc[1099]/src
NDAR_V02_1100,,,"1. Stevens, ed., Facsimiles, No. 1302. St. Paul was chargé d'affaires at Paris.",doc,/TaggedPDF-doc/div/doc[1100]/src
NDAR_V02_1101,"Library of Congress, Washington",,"1. PRO, Colonial Office, 5/318, 321-325, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1101]/src
NDAR_V02_1102,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 511, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1102]/src
NDAR_V02_1104,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 73-74.",doc,/TaggedPDF-doc/div/doc[1104]/src
NDAR_V02_1105,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 74-75. On September 14, Rear Admiral Byron wrote to Lord Sandwich declining the appointment as second in command in North America in these words: ""I hope your Lordship is convinced that as I never yet declined any service, so I should embrace this offered me now with infinite satisfaction did my health permit; but in its present impaired state, I am much afraid I should not prove equal to the task. I shall do myself the honour of waiting upon your Lordship as soon as you return to town."" Ibid.",doc,/TaggedPDF-doc/div/doc[1105]/src
NDAR_V02_1106,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1106]/src
NDAR_V02_1107,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 12.",doc,/TaggedPDF-doc/div/doc[1107]/src
NDAR_V02_1108,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1775], I, 176.",doc,/TaggedPDF-doc/div/doc[1108]/src
NDAR_V02_1109,"Public Record Office, London",,"1. PRO, Admiralty 1/2482.",doc,/TaggedPDF-doc/div/doc[1109]/src
NDAR_V02_1110,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 129-130.",doc,/TaggedPDF-doc/div/doc[1110]/src
NDAR_V02_1112,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 148.",doc,/TaggedPDF-doc/div/doc[1112]/src
NDAR_V02_1113,,,"1. Stevens, ed., Facsimiles,No. 1303.",doc,/TaggedPDF-doc/div/doc[1113]/src
NDAR_V02_1114,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 154.",doc,/TaggedPDF-doc/div/doc[1114]/src
NDAR_V02_1115,"Library of Congress, Washington",,"1. PRO, Admiralty 2/1333, LC Photocopy. Tonken was an agent for transports.",doc,/TaggedPDF-doc/div/doc[1115]/src
NDAR_V02_1116,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 155.",doc,/TaggedPDF-doc/div/doc[1116]/src
NDAR_V02_1117,"Maryland Archives (Hall of Records), Annapolis",,"1. Md. Arch., Red Book XIII, 37-2.",doc,/TaggedPDF-doc/div/doc[1117]/src
NDAR_V02_1118,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1118]/src
NDAR_V02_1119,,,"1. Worthington C. Ford, ed., Letters of William Lee (Brooklyn, 1891), I, 171-175.",doc,/TaggedPDF-doc/div/doc[1119]/src
NDAR_V02_1120,"Library of Congress, Washington",,"1. Robert Morris Misc., LC. For a full description of the Journal and its source, see its beginning, July 10 to August 12, 1775, in Volume 1, 1128.",doc,/TaggedPDF-doc/div/doc[1120]/src
NDAR_V02_1121,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1775], I, 232.",doc,/TaggedPDF-doc/div/doc[1121]/src
NDAR_V02_1122,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1775], I, 222.",doc,/TaggedPDF-doc/div/doc[1122]/src
NDAR_V02_1123,"Public Record Office, London",,"1. PRO, Admiralty 51/4252. The previous commanding officer, Lieutenant Henry Colins, had been relieved by Nunn on September 9, 1775. The log entry for that day, obviously written by Nunn himself, reads: ""Read my Commission to the Schooners Company, Survey'd the Boatswain, Gunner, Carpenter & Pursers Stores, read the Articles of War etc to the Schooners Compy, Lost 4 Oars by the Harbour boat Sinking alongside,"" ibid.",doc,/TaggedPDF-doc/div/doc[1123]/src
NDAR_V02_1124,"Library of Congress, Washington",,"1. PRO, Admiralty 2/1333, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1124]/src
NDAR_V02_1125,"British Museum, London",,"1. Haldimand Papers, BM.",doc,/TaggedPDF-doc/div/doc[1125]/src
NDAR_V02_1126,,"J. Almon, ed., The Remembrancer or Impartial Repository of Public Events for the Year 1775. (London, 1776).","1. Almon, ed., Remembrancer [1775], I, 233, 234.",doc,/TaggedPDF-doc/div/doc[1126]/src
NDAR_V02_1127,,,"1. London Chronicle, September 26 to September 28, 1775.",doc,/TaggedPDF-doc/div/doc[1127]/src
NDAR_V02_1128,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1128]/src
NDAR_V02_1129,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 171-172.",doc,/TaggedPDF-doc/div/doc[1129]/src
NDAR_V02_1130,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1130]/src
NDAR_V02_1131,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1131]/src
NDAR_V02_1132,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1132]/src
NDAR_V02_1133,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 135-137.",doc,/TaggedPDF-doc/div/doc[1133]/src
NDAR_V02_1134,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 144-145.",doc,/TaggedPDF-doc/div/doc[1134]/src
NDAR_V02_1135,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 138-139.",doc,/TaggedPDF-doc/div/doc[1135]/src
NDAR_V02_1136,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 140-142; an enclosure.",doc,/TaggedPDF-doc/div/doc[1136]/src
NDAR_V02_1137,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 179.",doc,/TaggedPDF-doc/div/doc[1137]/src
NDAR_V02_1138,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 19.",doc,/TaggedPDF-doc/div/doc[1138]/src
NDAR_V02_1139,,,"1. Stevens, ed., Facsimiles, No. 1304.",doc,/TaggedPDF-doc/div/doc[1139]/src
NDAR_V02_1140,,,"1. APL, 1, E4, 71.",doc,/TaggedPDF-doc/div/doc[1140]/src
NDAR_V02_1141,,,"1. Guttridge, ed., Burke Correspondence, III, 226-227.",doc,/TaggedPDF-doc/div/doc[1141]/src
NDAR_V02_1142,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1142]/src
NDAR_V02_1143,,"James S. Biddle, ed., Autobiography of Charles Biddle, Vice-President of the Supreme Executive Council of Pennsylvania, 1745-1821 (Philadelphia, 1883).","1. Biddle, ed., Charles Biddle Autobiography, 76, 77.",doc,/TaggedPDF-doc/div/doc[1143]/src
NDAR_V02_1144,"Public Record Office, London",,"1. PRO, Colonial Office, 5/138. Viscount Harcourt was Lord Lieutenant of Ireland.",doc,/TaggedPDF-doc/div/doc[1144]/src
NDAR_V02_1145,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 192.",doc,/TaggedPDF-doc/div/doc[1145]/src
NDAR_V02_1146,"Public Record Office, London",,"1. PRO, State Papers, 75/131.",doc,/TaggedPDF-doc/div/doc[1146]/src
NDAR_V02_1147,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 150-151.",doc,/TaggedPDF-doc/div/doc[1147]/src
NDAR_V02_1149,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 20.",doc,/TaggedPDF-doc/div/doc[1149]/src
NDAR_V02_1150,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1150]/src
NDAR_V02_1151,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1151]/src
NDAR_V02_1152,"Public Record Office, London",,"1. PRO, Admiralty 1/484. According to endorsements, Shuldham's request for a ship from the Leeward islands was refused, and he was directed to send his ships for repair to England. His other requests were granted.",doc,/TaggedPDF-doc/div/doc[1152]/src
NDAR_V02_1153,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1153]/src
NDAR_V02_1154,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1154]/src
NDAR_V02_1155,,"James S. Biddle, ed., Autobiography of Charles Biddle, Vice-President of the Supreme Executive Council of Pennsylvania, 1745-1821 (Philadelphia, 1883).","1. Biddle, ed., Charles Biddle Autobiography, 77, 78.",doc,/TaggedPDF-doc/div/doc[1155]/src
NDAR_V02_1156,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 211.",doc,/TaggedPDF-doc/div/doc[1156]/src
NDAR_V02_1157,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 512, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1157]/src
NDAR_V02_1158,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 24.",doc,/TaggedPDF-doc/div/doc[1158]/src
NDAR_V02_1159,"Public Record Office, London",,"1. PRO, State Papers 75/131. De Layal was British Resident to Denmark.",doc,/TaggedPDF-doc/div/doc[1159]/src
NDAR_V02_1160,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 177, 178. A similar letter. to Rear Admiral Shuldham was written the same day, PRO, Admiralty 2/550, 219-220.",doc,/TaggedPDF-doc/div/doc[1160]/src
NDAR_V02_1161,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 178-179. A similar letter was written to Rear Admiral Shuldham the same day, PRO, Admiralty 2/550, 218.",doc,/TaggedPDF-doc/div/doc[1161]/src
NDAR_V02_1162,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1162]/src
NDAR_V02_1163,"Dominion (Public) Archives of Canada, Ottawa",,"1. PRO, Colonial Office, 217/51, Nova Scotia Papers, DAC Photocopy.",doc,/TaggedPDF-doc/div/doc[1163]/src
NDAR_V02_1164,"Public Record Office, London",,"1. PRO, Admiralty 1/484. Philips was Deputy Secretary of the British Admiralty.",doc,/TaggedPDF-doc/div/doc[1164]/src
NDAR_V02_1165,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 512, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1165]/src
NDAR_V02_1166,,,"1. APL, 1, E4, 71.",doc,/TaggedPDF-doc/div/doc[1166]/src
NDAR_V02_1167,"Public Record Office, London",,"1. PRO, Admiralty 2/550; 227.",doc,/TaggedPDF-doc/div/doc[1167]/src
NDAR_V02_1168,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 226.",doc,/TaggedPDF-doc/div/doc[1168]/src
NDAR_V02_1169,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1169]/src
NDAR_V02_1170,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 231-232.",doc,/TaggedPDF-doc/div/doc[1170]/src
NDAR_V02_1171,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1171]/src
NDAR_V02_1172,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1172]/src
NDAR_V02_1173,"Maryland Archives (Hall of Records), Annapolis",,"1. Intercepted Letters, Papers CC, 51, II, 157, NA; copy in Red Book, XIII, 37-1, Md. Arch. Robinson was Secretary of the British Treasury. Foster was master of the ship Jenny.",doc,/TaggedPDF-doc/div/doc[1173]/src
NDAR_V02_1174,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 185, 186.",doc,/TaggedPDF-doc/div/doc[1174]/src
NDAR_V02_1175,"Public Record Office, London",,"1. PRO, Admiralty 2/549, 241.",doc,/TaggedPDF-doc/div/doc[1175]/src
NDAR_V02_1176,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1176]/src
NDAR_V02_1177,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 512, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1177]/src
NDAR_V02_1178,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Germain Papers, CL.",doc,/TaggedPDF-doc/div/doc[1178]/src
NDAR_V02_1179,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 26.",doc,/TaggedPDF-doc/div/doc[1179]/src
NDAR_V02_1180,"Public Record Office, London",,"1. PRO, Colonial Office, 5/232.",doc,/TaggedPDF-doc/div/doc[1180]/src
NDAR_V02_1181,,,"1. London Chronicle, October 21 to October 24, 1775.",doc,/TaggedPDF-doc/div/doc[1181]/src
NDAR_V02_1182,"Public Record Office, London",,"1. PRO, Admiralty 2/100, 201-202.",doc,/TaggedPDF-doc/div/doc[1182]/src
NDAR_V02_1183,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 247.",doc,/TaggedPDF-doc/div/doc[1183]/src
NDAR_V02_1184,"Public Record Office, London",,"1. PRO, Admiralty 2/550, 247.",doc,/TaggedPDF-doc/div/doc[1184]/src
NDAR_V02_1185,,"G. R. Barnes and J. H. Owen, eds., The Private Papers of John, Earl of Sandwich First Lord of the Admiralty 1771-1782 (London, 1932).","1. Barnes and Owen, eds., Sandwich Papers, I, 75-76.",doc,/TaggedPDF-doc/div/doc[1185]/src
NDAR_V02_1186,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 512, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1186]/src
NDAR_V02_1187,"Public Record Office, London",,"1. PRO, Admiralty 1/484.",doc,/TaggedPDF-doc/div/doc[1187]/src
NDAR_V02_1188,,"The Parliamentary History of England From the Earliest Period to the Year 1803 (London, 1813).","1. T. C. Hansard, ed., The Parliamentary History of England, from the Earliest Period to the Year 1803 (London, 1813), XVIII, 695-697. Hereafter cited as Hansard, ed., Parliamentary History. The Parliament had been prorogued to July 27, 1775 on May 17, 1775 and was subsequently further prorogued to October 26, 1775.",doc,/TaggedPDF-doc/div/doc[1188]/src
NDAR_V02_1189,,"The Parliamentary History of England From the Earliest Period to the Year 1803 (London, 1813).","1. Hansard, ed.; Parliamentary History, XVIII, 712.",doc,/TaggedPDF-doc/div/doc[1189]/src
NDAR_V02_1190,,"The Parliamentary History of England From the Earliest Period to the Year 1803 (London, 1813).","1. Hansard, ed., Parliamentary History, XVIII, 715. Hinchcliffe was Bishop of Peterborough.",doc,/TaggedPDF-doc/div/doc[1190]/src
NDAR_V02_1191,,"The Parliamentary History of England From the Earliest Period to the Year 1803 (London, 1813).","1. Hansard, ed., Parliamentary History, XVIII, 752-754. Johnstone, a former governor of West Florida, was elected to Parliament in 1774 from Appleby.",doc,/TaggedPDF-doc/div/doc[1191]/src
NDAR_V02_1192,"Library of Congress, Washington",,"1. PRO, Admiralty 2/1333, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1192]/src
NDAR_V02_1193,,,"1. London Gazette, October 24 to October 28, 1775. The same issue of the London Gazette oontained a second Order in Council extending the same privileges for exportation to Ireland.",doc,/TaggedPDF-doc/div/doc[1193]/src
NDAR_V02_1194,"Library of Congress, Washington",,"1. PRO, Colonial Office, 5/318, 335-339, LC. Photocopy.",doc,/TaggedPDF-doc/div/doc[1194]/src
NDAR_V02_1195,"Archives Du Ministère Des Affaires Étrangèrs,  Paris",,"1. AMAE, Correspondance Politique, Angleterre, vol. 512, LC Photocopy.",doc,/TaggedPDF-doc/div/doc[1195]/src
